61696,GEO,105,603,World Regional Geography: SS2,3,TR,1000AM,1115AM,,24,22-Jan-19,13-May-19,,
63051,GEO,105,605,World Regional Geography: SS2,3,MW,0130PM,0310PM,,24,12-Feb-19,13-May-19,,
62352,GEO,106,601,Human Geography: SS2,3,MWF,1000AM,1050AM,,24,22-Jan-19,13-May-19,Castellon,Michael
60789,GEO,106,602,Human Geography: SS2,3,TR,0225PM,0340PM,,24,22-Jan-19,13-May-19,Castellon,Michael
62524,GEO,111,601,Phys Geo: Lndfrms w/Lab: SC1,4,MW,0920AM,1150AM,MP104,24,22-Jan-19,13-May-19,Shabram,Patrick
62353,GEO,111,602,Phys Geo: Lndfrms w/Lab: SC1,4,TR,0120PM,0350PM,MP104,24,22-Jan-19,13-May-19,Shabram,Patrick
62747,GEO,112,601,Phys Geo: Wthr&Clim w/Lab: SC1,4,TR,1000AM,1230PM,MP104,24,22-Jan-19,13-May-19,Shabram,Patrick
64267,GEO,210,601,Careers/Rsrch in Geosciences,1,F,0100PM,0250PM,MP104,16,22-Jan-19,11-Mar-19,,
65034,ASE,101,603,Auto Shop Orientation,2,MTWRF,0545PM,0950PM,LBP115,10,22-Jan-19,1-Feb-19,Pooler,James
65035,ASE,101,604,Auto Shop Orientation,2,MTWRF,0545PM,0950PM,LBP115,10,22-Jan-19,1-Feb-19,TBA,
